drug_id,drug_name,drug_class,form,strength,stock_on_hand,reorder_level,lead_time_days,unit_cost,expiry_date
D5638,STAT_D5638,Analgesic,Capsule,100mg,60,69,22,63.53,2025-09-14
D5639,STAT_D5639,Antibiotic,Syrup,50mg,402,67,15,114.58,2025-10-02
D5640,STAT_D5640,Antidepressant,Injection,100mg,258,57,9,164.69,2024-04-18
D5641,STAT_D5641,Antibiotic,Syrup,20mg,30,74,9,46.39,2024-03-02
D5642,STAT_D5642,Antidepressant,Syrup,100mg,204,39,21,15.78,2024-11-19
D5643,STAT_D5643,Antihypertensive,Capsule,50mg,234,69,2,29.11,2026-01-21
D5644,STAT_D5644,Analgesic,Capsule,50mg,443,75,12,100.34,2024-04-15
D5645,STAT_D5645,Antidiabetic,Syrup,10mg,488,82,15,118.96,2024-11-30
D5646,STAT_D5646,Antibiotic,Syrup,10mg,101,43,2,140.34,2024-08-11
D5647,STAT_D5647,Antidiabetic,Capsule,10mg,23,97,4,162.62,2025-02-19
D5648,STAT_D5648,Analgesic,Tablet,50mg,147,96,16,188.97,2024-10-14
D5649,STAT_D5649,Analgesic,Injection,20mg,459,71,23,82.34,2025-03-19
D5650,STAT_D5650,Antidepressant,Injection,5mg,91,41,24,83.25,2025-07-02
D5651,STAT_D5651,Antidepressant,Tablet,50mg,91,36,13,119.65,2024-10-10
D5652,STAT_D5652,Antidepressant,Tablet,10mg,9,51,5,97.94,2026-02-09
D5653,STAT_D5653,Antibiotic,Capsule,100mg,138,68,21,78,2025-11-08
D5654,STAT_D5654,Analgesic,Injection,10mg,165,31,19,173.35,2024-08-16
D5655,STAT_D5655,Antibiotic,Injection,20mg,267,74,20,159.86,2024-09-16
D5656,STAT_D5656,Antihypertensive,Capsule,5mg,281,78,10,107.44,2026-04-17
D5657,STAT_D5657,Antihypertensive,Capsule,5mg,179,66,1,9.16,2025-01-23
D5658,STAT_D5658,Analgesic,Injection,5mg,122,72,8,122.09,2024-11-05
D5659,STAT_D5659,Antihypertensive,Tablet,20mg,429,62,26,38.85,2026-04-21
D5660,STAT_D5660,Antidiabetic,Capsule,5mg,199,83,6,186.04,2026-02-26
D5661,STAT_D5661,Antidepressant,Syrup,100mg,472,65,8,94.43,2024-03-04
D5662,STAT_D5662,Analgesic,Injection,100mg,40,92,1,173.34,2025-05-25
D5663,STAT_D5663,Analgesic,Syrup,50mg,199,89,8,142.79,2025-05-22
D5664,STAT_D5664,Antidiabetic,Capsule,50mg,443,44,26,121.24,2024-12-13
D5665,STAT_D5665,Antihypertensive,Tablet,5mg,46,97,19,88.2,2025-11-14
D5666,STAT_D5666,Antihypertensive,Injection,50mg,124,79,27,197.63,2024-04-07
D5667,STAT_D5667,Antibiotic,Injection,50mg,316,73,7,125.32,2025-11-09
D5668,STAT_D5668,Antidepressant,Injection,5mg,64,64,6,128.82,2024-03-01
D5669,STAT_D5669,Antibiotic,Capsule,5mg,413,56,7,159.17,2026-06-28
D5670,STAT_D5670,Antihypertensive,Capsule,5mg,143,28,13,186.46,2026-09-08
D5671,STAT_D5671,Antibiotic,Injection,100mg,296,32,20,28.15,2026-02-02
D5672,STAT_D5672,Antihypertensive,Tablet,50mg,370,96,1,54.37,2025-08-08
D5673,STAT_D5673,Antihypertensive,Syrup,100mg,165,49,20,107,2026-05-28
D5674,STAT_D5674,Antidiabetic,Tablet,50mg,398,74,9,83.09,2025-09-24
D5675,STAT_D5675,Antihypertensive,Syrup,100mg,122,98,6,31.82,2026-06-08
D5676,STAT_D5676,Antihypertensive,Tablet,20mg,209,43,8,76.33,2025-07-28
D5677,STAT_D5677,Antidepressant,Injection,50mg,328,95,18,184.28,2025-01-21
D5678,STAT_D5678,Analgesic,Syrup,50mg,120,47,23,51.35,2026-07-16
D5679,STAT_D5679,Analgesic,Injection,10mg,248,21,14,71.79,2025-04-14
D5680,STAT_D5680,Antidiabetic,Capsule,10mg,273,86,14,154.61,2026-04-27
D5681,STAT_D5681,Antidepressant,Tablet,20mg,458,49,1,186.54,2024-01-10
D5682,STAT_D5682,Antidepressant,Injection,20mg,29,97,21,59.4,2026-06-21
D5683,STAT_D5683,Antibiotic,Tablet,20mg,115,76,2,181.72,2026-01-09
D5684,STAT_D5684,Analgesic,Capsule,100mg,39,67,27,74.47,2024-05-19
D5685,STAT_D5685,Analgesic,Syrup,20mg,206,87,30,140.61,2026-05-03
D5686,STAT_D5686,Antibiotic,Capsule,10mg,339,25,27,10.97,2024-03-07
D5687,STAT_D5687,Antidepressant,Capsule,5mg,317,75,27,139.06,2025-06-29
D5688,STAT_D5688,Analgesic,Capsule,10mg,430,62,5,64.75,2026-06-28
D5689,STAT_D5689,Antihypertensive,Tablet,100mg,68,44,24,70.6,2026-05-29
D5690,STAT_D5690,Analgesic,Capsule,100mg,161,97,27,152.77,2026-07-01
D5691,STAT_D5691,Analgesic,Capsule,50mg,353,57,26,57.6,2026-03-07
D5692,STAT_D5692,Antibiotic,Injection,10mg,106,20,15,135.62,2026-04-30
D5693,STAT_D5693,Antidiabetic,Tablet,10mg,367,22,13,28.38,2025-05-06
D5694,STAT_D5694,Antidiabetic,Syrup,5mg,16,70,28,28.12,2024-10-23
D5695,STAT_D5695,Antidepressant,Tablet,20mg,455,33,12,177.85,2024-10-15
D5696,STAT_D5696,Antibiotic,Injection,20mg,448,57,11,160.55,2025-02-22
D5697,STAT_D5697,Antidepressant,Tablet,20mg,94,31,11,9.34,2026-06-12
D5698,STAT_D5698,Analgesic,Capsule,50mg,371,42,18,96.67,2025-11-23
D5699,STAT_D5699,Antihypertensive,Tablet,50mg,1,24,6,191.21,2024-10-22
D5700,STAT_D5700,Analgesic,Tablet,10mg,296,44,28,73.08,2024-10-27
D5701,STAT_D5701,Antidepressant,Injection,5mg,125,41,22,76.77,2025-08-05
D5702,STAT_D5702,Antidiabetic,Tablet,100mg,274,35,10,101.06,2024-04-04
D5703,STAT_D5703,Antidiabetic,Syrup,50mg,105,38,2,30.76,2026-02-04
D5704,STAT_D5704,Antihypertensive,Syrup,5mg,76,41,24,10.46,2026-10-06
D5705,STAT_D5705,Antihypertensive,Capsule,50mg,176,26,19,42.87,2025-11-22
D5706,STAT_D5706,Antihypertensive,Injection,20mg,92,78,24,54.66,2025-12-23
D5707,STAT_D5707,Analgesic,Capsule,10mg,397,67,16,6.43,2026-05-20
D5708,STAT_D5708,Analgesic,Syrup,100mg,392,37,19,108.52,2025-04-04
D5709,STAT_D5709,Antidiabetic,Tablet,5mg,432,27,29,154.46,2025-04-16
D5710,STAT_D5710,Antibiotic,Capsule,20mg,333,33,8,153.3,2026-08-17
D5711,STAT_D5711,Antidepressant,Injection,50mg,306,95,26,194.97,2025-10-25
D5712,STAT_D5712,Antibiotic,Syrup,100mg,431,63,16,192.03,2024-10-28
D5713,STAT_D5713,Antidiabetic,Capsule,50mg,72,22,2,82.22,2024-10-04
D5714,STAT_D5714,Antidepressant,Injection,5mg,19,58,28,167.49,2026-08-22
D5715,STAT_D5715,Antibiotic,Syrup,10mg,236,68,23,18.27,2025-10-11
D5716,STAT_D5716,Antidepressant,Tablet,100mg,110,57,7,13.43,2025-04-27
D5717,STAT_D5717,Analgesic,Injection,50mg,345,46,5,17.21,2025-12-30
D5718,STAT_D5718,Antidiabetic,Injection,100mg,385,33,4,140.31,2025-12-27
D5719,STAT_D5719,Analgesic,Syrup,5mg,329,54,6,12.69,2026-11-02
D5720,STAT_D5720,Antibiotic,Tablet,5mg,141,38,24,121.32,2026-07-13
D5721,STAT_D5721,Antibiotic,Capsule,10mg,99,65,20,84.72,2024-11-16
D5722,STAT_D5722,Antidepressant,Syrup,5mg,226,64,27,195.9,2024-04-17
D5723,STAT_D5723,Antidepressant,Syrup,100mg,444,89,30,70.29,2026-09-26
D5724,STAT_D5724,Antidiabetic,Tablet,20mg,180,28,28,42.48,2026-03-18
D5725,STAT_D5725,Antihypertensive,Capsule,10mg,144,55,7,119.22,2026-04-22
D5726,STAT_D5726,Analgesic,Capsule,50mg,102,52,6,147.09,2025-03-18
D5727,STAT_D5727,Antidepressant,Injection,50mg,463,63,16,8.31,2026-04-05
D5728,STAT_D5728,Antidiabetic,Tablet,20mg,237,66,13,47.1,2025-03-26
D5729,STAT_D5729,Antibiotic,Injection,100mg,453,60,20,158.06,2025-08-01
D5730,STAT_D5730,Antidepressant,Syrup,100mg,222,69,13,191.26,2024-03-23
D5731,STAT_D5731,Antibiotic,Capsule,10mg,167,20,7,113.68,2024-04-16
D5732,STAT_D5732,Analgesic,Capsule,20mg,354,98,22,132.44,2026-05-21
D5733,STAT_D5733,Analgesic,Tablet,100mg,264,75,19,49.73,2026-09-07
D5734,STAT_D5734,Antihypertensive,Capsule,5mg,115,70,17,62.74,2025-12-03
D5735,STAT_D5735,Analgesic,Syrup,50mg,237,52,11,100.41,2024-06-22
D5736,STAT_D5736,Antidiabetic,Tablet,50mg,125,82,16,163.25,2025-07-01
D5737,STAT_D5737,Antidepressant,Syrup,5mg,391,23,25,30.57,2025-07-26
D5738,STAT_D5738,Antihypertensive,Injection,50mg,211,68,29,61.37,2025-07-02
D5739,STAT_D5739,Antidepressant,Tablet,100mg,69,70,7,50.95,2024-10-24
D5740,STAT_D5740,Antihypertensive,Syrup,20mg,306,25,25,125.55,2025-05-01
D5741,STAT_D5741,Antihypertensive,Injection,10mg,470,30,14,86.31,2026-01-06
D5742,STAT_D5742,Antibiotic,Injection,10mg,460,76,2,19.89,2025-10-24
D5743,STAT_D5743,Antidiabetic,Syrup,50mg,440,86,27,198.84,2025-06-19
D5744,STAT_D5744,Antihypertensive,Capsule,50mg,104,35,15,165.67,2026-05-31
D5745,STAT_D5745,Antidiabetic,Tablet,5mg,154,86,16,148.43,2026-10-08
D5746,STAT_D5746,Antibiotic,Syrup,20mg,439,96,15,42.52,2024-06-25
D5747,STAT_D5747,Antidiabetic,Capsule,20mg,313,31,2,198.65,2026-07-15
D5748,STAT_D5748,Antidepressant,Capsule,20mg,442,70,22,189.88,2026-09-29
D5749,STAT_D5749,Antibiotic,Syrup,20mg,230,76,15,108.8,2024-12-23
D5750,STAT_D5750,Antidiabetic,Tablet,10mg,114,49,9,40.42,2024-04-02
D5751,STAT_D5751,Analgesic,Tablet,100mg,56,50,15,44.74,2026-09-14
D5752,STAT_D5752,Antidiabetic,Capsule,5mg,35,98,21,18.79,2026-08-17
D5753,STAT_D5753,Antibiotic,Injection,20mg,243,80,27,186.54,2024-10-25
D5754,STAT_D5754,Antidepressant,Capsule,50mg,212,66,21,124.27,2024-08-09
D5755,STAT_D5755,Antidiabetic,Tablet,10mg,336,85,5,141.05,2026-11-09
D5756,STAT_D5756,Antidepressant,Tablet,100mg,498,59,3,56.71,2025-01-13
D5757,STAT_D5757,Analgesic,Injection,5mg,307,86,10,84.01,2025-01-16
D5758,STAT_D5758,Antidiabetic,Tablet,20mg,170,40,12,149.01,2026-03-08
D5759,STAT_D5759,Antibiotic,Syrup,50mg,253,89,11,58.58,2026-02-26
D5760,STAT_D5760,Antihypertensive,Injection,50mg,243,92,6,96.65,2024-03-21
D5761,STAT_D5761,Analgesic,Injection,10mg,33,100,10,67.8,2026-12-07
D5762,STAT_D5762,Antidepressant,Injection,10mg,44,78,20,129.29,2026-10-11
D5763,STAT_D5763,Antidiabetic,Tablet,50mg,189,69,10,38.17,2026-08-11
D5764,STAT_D5764,Analgesic,Tablet,100mg,87,51,30,191.49,2026-06-25
D5765,STAT_D5765,Analgesic,Injection,5mg,411,46,20,102.61,2025-01-07
D5766,STAT_D5766,Analgesic,Syrup,50mg,371,37,21,37.33,2025-11-14
D5767,STAT_D5767,Antidepressant,Tablet,50mg,236,70,21,199.89,2026-07-25
D5768,STAT_D5768,Antidepressant,Injection,10mg,406,78,26,151.88,2024-06-12
D5769,STAT_D5769,Antibiotic,Syrup,20mg,155,47,15,53.06,2025-03-06
D5770,STAT_D5770,Antidiabetic,Injection,100mg,199,67,21,170.43,2025-08-13
D5771,STAT_D5771,Antidiabetic,Tablet,20mg,253,91,2,25.93,2026-01-20
D5772,STAT_D5772,Analgesic,Capsule,100mg,433,27,5,115.71,2026-11-06
D5773,STAT_D5773,Antibiotic,Tablet,50mg,32,60,1,186.78,2026-06-02
D5774,STAT_D5774,Antidiabetic,Capsule,10mg,76,36,7,161.65,2024-06-17
D5775,STAT_D5775,Antibiotic,Injection,20mg,130,91,9,6.03,2025-08-12
D5776,STAT_D5776,Antidepressant,Injection,20mg,265,70,27,86.25,2025-01-11
D5777,STAT_D5777,Analgesic,Tablet,50mg,489,32,27,93.12,2025-09-30
D5778,STAT_D5778,Antidepressant,Injection,10mg,154,46,28,194.76,2025-02-25
D5779,STAT_D5779,Analgesic,Syrup,10mg,127,76,9,46.75,2025-07-03
D5780,STAT_D5780,Antihypertensive,Injection,50mg,496,25,11,28.06,2026-04-28
D5781,STAT_D5781,Analgesic,Syrup,100mg,243,37,21,46.53,2026-12-29
D5782,STAT_D5782,Analgesic,Injection,5mg,104,26,15,60.01,2025-09-12
D5783,STAT_D5783,Analgesic,Capsule,20mg,207,51,21,159.76,2024-12-03
D5784,STAT_D5784,Antibiotic,Injection,5mg,372,25,3,134.28,2026-03-18
D5785,STAT_D5785,Antidiabetic,Syrup,5mg,183,49,19,30.77,2025-01-08
D5786,STAT_D5786,Antidiabetic,Tablet,20mg,214,37,7,97.33,2026-06-12
D5787,STAT_D5787,Antidiabetic,Injection,10mg,237,46,11,160.01,2026-10-31
D5788,STAT_D5788,Antidepressant,Tablet,5mg,358,88,2,145.66,2024-12-12
D5789,STAT_D5789,Analgesic,Injection,5mg,179,70,19,40.29,2025-05-06
D5790,STAT_D5790,Antidiabetic,Syrup,100mg,401,61,30,133.88,2025-10-27
D5791,STAT_D5791,Antidiabetic,Capsule,10mg,339,47,26,188.23,2026-06-29
D5792,STAT_D5792,Antidiabetic,Syrup,50mg,0,47,11,71.47,2026-05-21
D5793,STAT_D5793,Antibiotic,Capsule,5mg,497,37,10,191.85,2024-08-28
D5794,STAT_D5794,Antibiotic,Tablet,20mg,377,68,14,132.74,2024-01-19
D5795,STAT_D5795,Analgesic,Injection,50mg,254,73,28,102.55,2024-01-29
D5796,STAT_D5796,Antidiabetic,Syrup,50mg,45,68,9,186.38,2026-02-25
D5797,STAT_D5797,Antibiotic,Injection,20mg,346,48,20,112.21,2024-06-18
D5798,STAT_D5798,Antibiotic,Tablet,20mg,311,31,24,86.42,2026-09-09
D5799,STAT_D5799,Antidiabetic,Capsule,10mg,206,97,11,67.76,2026-01-25
D5800,STAT_D5800,Antidiabetic,Injection,10mg,111,54,16,168.7,2025-07-03
D5801,STAT_D5801,Analgesic,Syrup,10mg,262,25,15,192.81,2026-11-29
D5802,STAT_D5802,Antibiotic,Syrup,20mg,301,32,24,118.62,2024-06-13
D5803,STAT_D5803,Antidiabetic,Capsule,20mg,273,62,2,140.22,2024-01-30
D5804,STAT_D5804,Antihypertensive,Injection,100mg,383,79,15,49.95,2026-03-22
D5805,STAT_D5805,Antidiabetic,Syrup,50mg,170,57,11,31.36,2025-12-27
D5806,STAT_D5806,Analgesic,Capsule,20mg,307,32,14,114.14,2026-12-24
D5807,STAT_D5807,Antibiotic,Tablet,50mg,222,65,26,148.72,2024-08-07
D5808,STAT_D5808,Antibiotic,Capsule,100mg,433,97,19,102.66,2024-07-25
D5809,STAT_D5809,Analgesic,Syrup,100mg,59,28,17,108.36,2026-12-27
D5810,STAT_D5810,Antidiabetic,Syrup,20mg,398,34,27,42.13,2026-03-22
D5811,STAT_D5811,Antihypertensive,Tablet,10mg,211,22,24,28.82,2026-06-28
D5812,STAT_D5812,Antihypertensive,Capsule,100mg,232,81,13,29.54,2025-03-21
D5813,STAT_D5813,Analgesic,Capsule,10mg,323,40,18,35.99,2026-06-15
D5814,STAT_D5814,Antidepressant,Tablet,50mg,450,66,21,34.38,2026-07-19
D5815,STAT_D5815,Analgesic,Tablet,10mg,86,47,2,137.39,2025-04-26
D5816,STAT_D5816,Antidepressant,Injection,5mg,361,24,27,189.33,2024-06-22
D5817,STAT_D5817,Antidepressant,Injection,20mg,460,100,11,130.8,2026-04-06
D5818,STAT_D5818,Antidepressant,Tablet,100mg,297,80,15,51.92,2026-08-17
D5819,STAT_D5819,Antidiabetic,Tablet,50mg,284,63,29,59.72,2024-10-24
D5820,STAT_D5820,Analgesic,Injection,10mg,478,78,8,137.04,2025-10-27
D5821,STAT_D5821,Antidepressant,Injection,5mg,228,46,12,103.93,2024-03-02
D5822,STAT_D5822,Analgesic,Syrup,5mg,485,78,1,26.12,2026-06-19
D5823,STAT_D5823,Analgesic,Tablet,20mg,160,98,11,124.04,2026-04-14
D5824,STAT_D5824,Antidepressant,Capsule,20mg,66,55,5,180.54,2026-08-04
D5825,STAT_D5825,Analgesic,Syrup,100mg,162,21,28,89.64,2024-11-30
D5826,STAT_D5826,Antidiabetic,Syrup,10mg,348,82,2,119.77,2025-01-12
D5827,STAT_D5827,Analgesic,Capsule,5mg,319,24,9,45.13,2024-08-20
D5828,STAT_D5828,Antidepressant,Tablet,100mg,470,48,5,187.24,2024-09-11
D5829,STAT_D5829,Analgesic,Capsule,10mg,98,58,24,162.38,2026-08-20
D5830,STAT_D5830,Analgesic,Capsule,100mg,379,64,16,43.72,2024-02-14
D5831,STAT_D5831,Analgesic,Injection,20mg,447,67,8,174.19,2025-07-15
D5832,STAT_D5832,Antidepressant,Capsule,50mg,227,59,10,19.56,2025-08-23
D5833,STAT_D5833,Antihypertensive,Injection,10mg,70,91,2,125.17,2025-01-18
D5834,STAT_D5834,Antibiotic,Syrup,50mg,199,98,19,151.8,2026-04-10
D5835,STAT_D5835,Analgesic,Tablet,5mg,15,33,28,26.19,2026-07-02
D5836,STAT_D5836,Antidiabetic,Injection,5mg,168,41,7,152.58,2024-03-12
D5837,STAT_D5837,Antidiabetic,Capsule,10mg,454,96,23,15.68,2025-05-12
D5838,STAT_D5838,Antihypertensive,Syrup,10mg,131,88,24,82.09,2026-03-31
D5839,STAT_D5839,Antihypertensive,Injection,100mg,192,20,6,162.83,2026-08-27
D5840,STAT_D5840,Antidiabetic,Injection,20mg,194,70,17,126.16,2024-05-25
D5841,STAT_D5841,Antihypertensive,Injection,5mg,457,31,20,181.11,2024-03-15
D5842,STAT_D5842,Antihypertensive,Capsule,50mg,33,57,2,107.85,2025-12-02
D5843,STAT_D5843,Antibiotic,Capsule,100mg,448,25,4,157.98,2026-01-05
D5844,STAT_D5844,Antidepressant,Capsule,10mg,238,48,21,107.81,2026-12-01
D5845,STAT_D5845,Analgesic,Injection,10mg,428,81,28,136.04,2025-11-19
D5846,STAT_D5846,Antihypertensive,Tablet,10mg,303,81,9,104.8,2026-12-16
D5847,STAT_D5847,Antibiotic,Capsule,50mg,193,54,25,135.11,2024-10-24
D5848,STAT_D5848,Analgesic,Tablet,50mg,149,40,22,39.98,2024-10-14
D5849,STAT_D5849,Antibiotic,Tablet,20mg,280,84,1,146.38,2025-01-08
D5850,STAT_D5850,Antidepressant,Tablet,20mg,452,94,25,188.7,2024-04-19
D5851,STAT_D5851,Antidepressant,Syrup,5mg,263,29,25,193.04,2026-08-09
D5852,STAT_D5852,Analgesic,Tablet,20mg,407,73,1,156.22,2026-05-08
D5853,STAT_D5853,Antihypertensive,Capsule,100mg,111,69,18,166.68,2025-08-16
D5854,STAT_D5854,Analgesic,Tablet,100mg,353,52,21,110.15,2025-04-05
D5855,STAT_D5855,Analgesic,Injection,5mg,8,39,15,68.87,2025-11-13
D5856,STAT_D5856,Antidiabetic,Syrup,5mg,152,31,19,33.59,2025-03-28
D5857,STAT_D5857,Antibiotic,Capsule,20mg,212,96,8,56.13,2026-01-16
D5858,STAT_D5858,Antihypertensive,Syrup,50mg,132,48,17,86.5,2024-03-24
D5859,STAT_D5859,Antidepressant,Syrup,20mg,208,44,18,89.85,2026-08-20
D5860,STAT_D5860,Antihypertensive,Tablet,100mg,374,38,1,165.12,2026-07-24
D5861,STAT_D5861,Antibiotic,Syrup,100mg,278,70,18,177.04,2026-01-18
D5862,STAT_D5862,Antibiotic,Injection,50mg,98,78,18,39.72,2026-06-24
D5863,STAT_D5863,Analgesic,Capsule,10mg,148,88,17,115.54,2025-08-03
D5864,STAT_D5864,Antidiabetic,Syrup,100mg,190,30,23,84.63,2024-09-15
D5865,STAT_D5865,Antihypertensive,Injection,5mg,370,28,6,114.1,2025-06-15
D5866,STAT_D5866,Antidepressant,Syrup,10mg,244,97,5,47.9,2026-08-18
D5867,STAT_D5867,Antidiabetic,Tablet,20mg,328,74,16,109.87,2025-01-27
D5868,STAT_D5868,Antibiotic,Injection,100mg,177,65,17,52.37,2024-12-21
D5869,STAT_D5869,Antibiotic,Tablet,100mg,275,68,2,182.18,2026-06-14
D5870,STAT_D5870,Antibiotic,Syrup,5mg,206,31,5,56.64,2025-07-26
D5871,STAT_D5871,Antidiabetic,Tablet,20mg,191,60,5,111.78,2025-11-22
D5872,STAT_D5872,Antibiotic,Capsule,50mg,96,69,1,9.5,2025-08-08
D5873,STAT_D5873,Antidepressant,Capsule,100mg,161,29,25,164.94,2024-03-24
D5874,STAT_D5874,Antibiotic,Injection,5mg,119,40,21,107.6,2026-04-08
D5875,STAT_D5875,Antidiabetic,Syrup,100mg,389,89,21,59.72,2026-05-14
D5876,STAT_D5876,Antihypertensive,Syrup,50mg,491,44,4,109.41,2024-05-27
D5877,STAT_D5877,Antidepressant,Capsule,5mg,262,64,2,18.03,2025-02-21
D5878,STAT_D5878,Antidepressant,Injection,20mg,474,39,28,144.5,2026-10-01
D5879,STAT_D5879,Antihypertensive,Tablet,50mg,34,43,26,193.76,2026-07-21
D5880,STAT_D5880,Antidepressant,Capsule,5mg,126,66,30,174.83,2026-04-20
D5881,STAT_D5881,Antibiotic,Syrup,10mg,161,66,2,190.83,2026-07-13
D5882,STAT_D5882,Antibiotic,Tablet,100mg,402,48,19,84.11,2025-01-21
D5883,STAT_D5883,Antidiabetic,Tablet,20mg,108,35,4,94.4,2026-04-14
D5884,STAT_D5884,Antidiabetic,Tablet,20mg,45,35,18,187.68,2024-10-11
D5885,STAT_D5885,Analgesic,Tablet,5mg,308,24,17,55.04,2025-12-06
D5886,STAT_D5886,Analgesic,Tablet,50mg,86,71,11,28.15,2024-12-06
D5887,STAT_D5887,Analgesic,Injection,10mg,198,68,29,169.2,2025-06-23
D5888,STAT_D5888,Antihypertensive,Tablet,50mg,289,50,7,178.55,2024-04-12
D5889,STAT_D5889,Antibiotic,Injection,10mg,465,69,7,117.1,2024-08-24
D5890,STAT_D5890,Antidepressant,Tablet,20mg,451,49,3,71.57,2024-02-13
D5891,STAT_D5891,Antidiabetic,Capsule,20mg,43,24,3,111.85,2026-09-18
D5892,STAT_D5892,Antihypertensive,Capsule,10mg,204,56,15,143.63,2025-06-19
D5893,STAT_D5893,Antidiabetic,Tablet,10mg,141,35,26,105.05,2025-07-09
D5894,STAT_D5894,Antidepressant,Syrup,10mg,227,22,12,94.57,2026-11-26
D5895,STAT_D5895,Antihypertensive,Syrup,10mg,498,81,18,166.79,2026-02-23
D5896,STAT_D5896,Analgesic,Injection,100mg,77,39,7,96.41,2026-04-13
D5897,STAT_D5897,Antibiotic,Capsule,50mg,143,64,17,8.53,2026-01-30
D5898,STAT_D5898,Antibiotic,Tablet,100mg,326,24,5,112.02,2024-10-11
D5899,STAT_D5899,Analgesic,Tablet,10mg,452,63,22,182.67,2025-06-11
D5900,STAT_D5900,Antidepressant,Injection,100mg,126,84,20,153.66,2024-07-09
D5901,STAT_D5901,Antidepressant,Injection,50mg,465,85,28,160.21,2024-01-25
D5902,STAT_D5902,Antidepressant,Tablet,10mg,181,33,12,76.89,2024-12-02
D5903,STAT_D5903,Antidiabetic,Injection,20mg,385,65,24,40.21,2026-09-06
D5904,STAT_D5904,Antidiabetic,Syrup,100mg,241,87,18,179.71,2026-11-25
D5905,STAT_D5905,Antihypertensive,Tablet,100mg,130,95,29,51.65,2025-05-25
D5906,STAT_D5906,Antidepressant,Injection,50mg,337,38,20,55.36,2026-10-15
D5907,STAT_D5907,Antibiotic,Syrup,20mg,172,99,4,121.97,2024-10-28
D5908,STAT_D5908,Antihypertensive,Tablet,50mg,388,85,14,175.05,2024-06-09
D5909,STAT_D5909,Antihypertensive,Capsule,20mg,416,62,4,27.39,2024-03-24
D5910,STAT_D5910,Antihypertensive,Injection,10mg,438,99,7,11.99,2026-08-05
D5911,STAT_D5911,Antidepressant,Injection,50mg,22,91,5,45.37,2024-01-25
D5912,STAT_D5912,Antibiotic,Syrup,100mg,63,26,18,191.85,2026-04-02
D5913,STAT_D5913,Antidepressant,Tablet,100mg,137,47,26,77.98,2026-12-28
D5914,STAT_D5914,Antibiotic,Injection,10mg,101,86,18,27.45,2025-03-15
D5915,STAT_D5915,Antibiotic,Injection,10mg,188,25,12,114.78,2026-04-18
D5916,STAT_D5916,Antibiotic,Injection,20mg,470,21,5,175.21,2026-05-16
D5917,STAT_D5917,Analgesic,Syrup,50mg,288,94,23,79.01,2026-10-05
D5918,STAT_D5918,Antibiotic,Injection,5mg,457,33,28,38.3,2025-01-16
D5919,STAT_D5919,Antihypertensive,Tablet,10mg,179,39,16,55.25,2024-02-02
D5920,STAT_D5920,Antidepressant,Capsule,20mg,389,64,12,123.17,2025-10-09
D5921,STAT_D5921,Antidiabetic,Syrup,10mg,376,73,29,29.45,2024-05-12
D5922,STAT_D5922,Antidepressant,Capsule,5mg,141,86,29,175.81,2026-01-15
D5923,STAT_D5923,Antidepressant,Injection,5mg,269,31,24,189.84,2025-04-26
D5924,STAT_D5924,Antidiabetic,Tablet,100mg,24,80,20,64.62,2025-07-16
D5925,STAT_D5925,Analgesic,Tablet,50mg,60,79,4,185.24,2024-05-18
D5926,STAT_D5926,Antihypertensive,Capsule,5mg,159,85,11,109.79,2024-02-25
D5927,STAT_D5927,Antibiotic,Tablet,100mg,350,52,9,96.18,2024-11-20
D5928,STAT_D5928,Antidepressant,Syrup,50mg,64,37,25,38.28,2025-08-12
D5929,STAT_D5929,Antidepressant,Capsule,5mg,338,52,22,39,2026-03-24
D5930,STAT_D5930,Antihypertensive,Syrup,5mg,213,43,23,173.94,2025-11-26
D5931,STAT_D5931,Antidiabetic,Injection,100mg,457,78,14,37.68,2026-12-10
D5932,STAT_D5932,Antidepressant,Injection,5mg,76,63,30,163.69,2025-11-02
D5933,STAT_D5933,Analgesic,Injection,100mg,303,92,11,199.96,2025-06-20
D5934,STAT_D5934,Antidiabetic,Tablet,10mg,155,100,6,122.35,2026-08-16
D5935,STAT_D5935,Antidepressant,Tablet,10mg,289,78,25,82.84,2024-09-17
D5936,STAT_D5936,Analgesic,Syrup,10mg,394,89,27,101.26,2025-03-26
D5937,STAT_D5937,Antihypertensive,Tablet,50mg,362,38,10,119.67,2026-07-09
D5938,STAT_D5938,Antidiabetic,Syrup,20mg,472,71,14,133.41,2026-02-25
D5939,STAT_D5939,Analgesic,Tablet,20mg,319,90,16,182.63,2024-02-02
D5940,STAT_D5940,Antibiotic,Injection,5mg,277,48,10,108.03,2024-09-23
D5941,STAT_D5941,Antihypertensive,Capsule,50mg,362,24,4,121.81,2026-06-30
D5942,STAT_D5942,Analgesic,Capsule,20mg,174,86,6,112.33,2025-04-14
D5943,STAT_D5943,Antihypertensive,Capsule,100mg,90,62,15,113.53,2024-05-22
D5944,STAT_D5944,Antidepressant,Tablet,50mg,139,66,24,26.38,2026-04-19
D5945,STAT_D5945,Antibiotic,Tablet,100mg,354,91,7,18.33,2024-09-04
D5946,STAT_D5946,Antidiabetic,Capsule,20mg,80,62,14,30.69,2025-05-05
D5947,STAT_D5947,Analgesic,Injection,100mg,496,27,29,113.14,2025-01-22
